Amplitude Settings: 480.00, 480.00
Frequency Settings: 1.30,1.30
Bias Setting: 960
================================================================
Time [s]Pos [deg]Acutal Pos [deg]Velocity [RPM]Yaw [deg]Current [mA]
2.46, 1415.85, 0.00, 0.00, 0.23, 0.00
2.63, 1187.00, 0.00, 0.00, 0.19, 0.00
2.80, 582.77, 0.00, 0.00, 0.21, 0.00
2.97, 602.35, 0.00, 0.00, 0.22, 0.00
3.14, 1213.37, 0.00, 0.00, 0.21, 0.00
3.32, 1405.40, 0.00, 0.00, 0.11, 0.00
3.49, 860.89, 0.00, 0.00, 0.12, 0.00
3.66, 480.28, 0.00, 0.00, 0.09, 0.00
3.83, 912.42, 0.00, 0.00, 0.11, 0.00
4.00, 1421.11, 0.00, 0.00, 0.15, 0.00
4.18, 1171.17, 0.00, 0.00, 0.16, 0.00
4.35, 569.73, 0.00, 0.00, 0.77, 0.00
4.52, 617.19, 0.00, 0.00, 2.47, 0.00
4.69, 1231.54, 0.00, 0.00, -8.62, 0.00
4.86, 1398.46, 0.00, 0.00, -2.17, 0.00
5.03, 843.55, 0.00, 0.00, -7.26, 0.00
5.20, 481.21, 0.00, 0.00, -11.77, 0.00
5.37, 914.53, 0.00, 0.00, -14.03, 0.00
Amplitude Settings: 480.00, 480.00
Frequency Settings: 1.30,1.30
Bias Setting: 960
================================================================
Time [s]Pos [deg]Acutal Pos [deg]Velocity [RPM]Yaw [deg]Current [mA]
2.36, 1169.54, 87.47, -2.06, -36.74, 17.00
2.47, 1422.67, 90.73, 5.72, -37.08, 615.00
2.57, 1361.52, 95.48, 8.02, -4.19, 341.00
2.67, 1027.63, 100.50, 9.16, 47.84, -24.00
2.78, 647.81, 99.53, -2.06, 78.36, -637.00
2.88, 480.04, 93.81, -11.68, 65.67, -917.00
2.99, 638.29, 73.22, -35.04, 48.87, -57.00
3.09, 1015.07, 62.74, -11.68, 23.77, 181.00
3.19, 1354.44, 72.34, 20.38, 30.25, 521.00
3.31, 1419.66, 98.91, 40.53, 45.99, 115.00
3.41, 1159.72, 114.75, 18.55, 38.45, -101.00
3.51, 764.13, 107.80, -17.17, 19.75, -322.00
3.62, 502.75, 88.70, -35.27, -14.24, -401.00
3.72, 548.39, 59.40, -43.51, -20.65, 0.00
3.82, 873.61, 49.28, -8.24, 0.76, 258.00
3.93, 1257.52, 62.13, 26.11, 20.37, 430.00
4.03, 1439.33, 84.22, 30.00, 72.40, 645.00
4.14, 1295.55, 98.03, 21.76, 124.43, 101.00
4.24, 923.85, 106.57, 11.45, 176.45, -159.00
4.34, 576.70, 100.06, -14.20, 212.01, -684.00
4.45, 489.91, 83.42, -27.48, 216.47, -391.00
4.56, 736.19, 61.78, -28.62, 221.14, 24.00
4.66, 1131.08, 64.42, 11.22, 232.30, 201.00
4.76, 1409.75, 82.46, 26.56, 267.34, 563.00
4.87, 1381.06, 107.98, 43.97, 296.76, 0.00
4.97, 1065.00, 123.46, 16.72, 284.73, -391.00
5.08, 677.62, 112.55, -23.36, 264.37, -534.00
5.18, 482.05, 94.51, -22.67, 212.34, -999.00
