Amplitude Settings: 480.00, 480.00
Frequency Settings: 1.20,1.40
Bias Setting: 960
================================================================
Time [s]Pos [deg]Acutal Pos [deg]Velocity [RPM]Yaw [deg]Current [mA]
2.31, 924.44, 84.57, -7.33, -22.26, -27.00
2.37, 1125.10, 84.48, -1.37, -30.68, 119.00
2.42, 1292.71, 86.68, 5.50, -36.12, 357.00
2.48, 1405.27, 89.41, 8.47, -30.79, 571.00
2.53, 1439.76, 92.58, 9.16, -17.13, 578.00
2.59, 1386.46, 96.18, 9.85, 9.03, 351.00
2.65, 1261.56, 99.53, 10.08, 36.55, 61.00
2.70, 1085.54, 102.52, 9.39, 64.56, -51.00
2.76, 876.39, 102.87, 2.06, 88.60, -394.00
2.81, 666.12, 101.55, -3.89, 100.20, -871.00
2.87, 521.58, 98.56, -8.24, 96.96, -1073.00
2.92, 481.00, 91.52, -19.69, 85.18, -765.00
2.98, 550.36, 79.46, -35.49, 75.45, -235.00
3.03, 713.76, 68.46, -33.89, 64.45, -3.00
3.09, 933.67, 63.71, -15.80, 53.44, 188.00
3.14, 1132.53, 66.62, 6.64, 42.35, 497.00
3.20, 1298.37, 72.78, 18.32, 49.43, 494.00
3.27, 1427.30, 90.02, 39.85, 66.99, 265.00
3.33, 1431.88, 103.22, 39.85, 72.44, 111.00
3.38, 1356.47, 112.29, 27.94, 75.24, 9.00
3.44, 1213.84, 115.72, 11.68, 70.17, -54.00
3.49, 1024.60, 112.99, -6.87, 61.20, -171.00
3.55, 806.14, 106.66, -18.32, 45.41, -481.00
3.60, 612.31, 96.27, -28.85, 26.62, -415.00
3.66, 498.28, 79.99, -48.09, 13.26, -201.00
3.71, 490.24, 63.54, -49.92, 8.76, -33.00
3.77, 590.02, 51.92, -35.72, 11.16, 19.00
3.82, 774.73, 48.31, -13.28, 19.17, 226.00
3.88, 1014.00, 52.01, 10.08, 26.97, 455.00
3.94, 1201.59, 63.36, 31.60, 40.75, 379.00
3.99, 1348.23, 77.70, 43.05, 68.26, 574.00
4.05, 1429.05, 86.68, 27.94, 95.78, 581.00
4.10, 1430.36, 93.81, 21.98, 123.29, 383.00
4.16, 1351.94, 100.76, 20.38, 150.80, 127.00
4.21, 1207.08, 105.60, 15.11, 178.32, -6.00
4.27, 1020.33, 108.15, 8.24, 205.83, -218.00
4.32, 797.41, 108.06, 0.23, 233.85, -622.00
4.38, 605.99, 101.82, -16.49, 251.75, -796.00
4.43, 495.84, 90.55, -32.52, 259.06, -631.00
4.49, 492.23, 77.97, -38.01, 257.96, -348.00
4.55, 613.00, 67.23, -29.31, 251.07, -69.00
4.61, 807.09, 64.15, -11.22, 239.97, 33.00
4.66, 1025.46, 67.23, 7.56, 226.74, 182.00
4.72, 1211.50, 70.75, 11.22, 233.80, 603.00
4.77, 1354.90, 76.65, 16.49, 252.33, 583.00
4.83, 1431.37, 86.86, 30.23, 279.03, 461.00
4.88, 1427.93, 96.80, 30.23, 305.03, 271.00
