Amplitude Settings: 480.00, 480.00
Frequency Settings: 1.20,1.40
Bias Setting: 960
================================================================
Time [s]Pos [deg]Acutal Pos [deg]Velocity [RPM]Yaw [deg]Current [mA]
2.29, 833.05, 87.47, -10.31, -24.69, -160.00
2.34, 1041.29, 85.54, -6.64, -34.36, 46.00
2.40, 1218.94, 85.54, -1.37, -42.36, 218.00
2.45, 1355.78, 88.44, 8.02, -41.93, 439.00
2.50, 1430.26, 93.19, 13.74, -36.72, 401.00
2.56, 1430.64, 99.79, 20.15, -28.84, 222.00
2.61, 1356.85, 107.18, 22.44, -21.14, 41.00
2.67, 1205.16, 110.79, 11.45, -8.81, -32.00
2.72, 1025.29, 111.32, 2.29, -5.85, -228.00
2.77, 814.93, 107.27, -11.22, -11.28, -408.00
2.83, 624.74, 98.03, -26.79, -21.95, -508.00
2.88, 506.11, 88.09, -30.92, -39.05, -597.00
2.93, 484.36, 78.58, -29.54, -56.96, -404.00
2.98, 564.13, 69.26, -29.31, -76.12, -109.00
3.04, 728.40, 62.30, -22.90, -102.64, 18.00
3.09, 942.11, 60.10, -8.47, -113.93, 290.00
3.14, 1132.53, 63.27, 8.24, -108.40, 429.00
3.20, 1293.20, 72.69, 27.71, -94.47, 402.00
3.25, 1401.37, 85.89, 40.08, -78.90, 317.00
3.31, 1439.60, 99.18, 37.33, -70.81, 206.00
3.36, 1394.17, 107.27, 26.11, -60.93, 86.00
3.41, 1280.33, 110.53, 11.68, -58.90, 17.00
3.47, 1116.01, 109.38, -2.52, -53.03, -44.00
3.52, 921.64, 103.93, -14.89, -45.03, -168.00
3.57, 710.66, 99.88, -13.97, -54.89, -523.00
3.63, 552.90, 91.17, -24.96, -68.12, -452.00
3.68, 482.04, 77.44, -41.91, -77.34, -221.00
3.73, 513.19, 63.18, -44.65, -80.14, -22.00
3.79, 642.87, 52.18, -35.49, -75.81, 62.00
3.84, 838.68, 48.58, -13.74, -60.82, 349.00
3.90, 1060.42, 54.21, 14.43, -47.48, 335.00
3.95, 1235.12, 67.06, 38.47, -20.97, 526.00
4.00, 1366.47, 75.50, 28.17, 5.55, 726.00
4.06, 1433.78, 82.90, 22.90, 32.06, 643.00
4.11, 1426.42, 91.34, 25.65, 59.07, 390.00
4.16, 1345.58, 98.56, 23.13, 80.71, 162.00
4.22, 1203.97, 102.96, 14.43, 105.33, 12.00
4.27, 1020.33, 103.66, 3.66, 129.18, -92.00
4.32, 809.38, 100.06, -9.62, 151.94, -349.00
4.38, 620.59, 97.59, -8.70, 164.95, -688.00
4.43, 504.24, 89.67, -22.21, 173.53, -583.00
4.49, 488.73, 79.82, -28.17, 166.38, -545.00
4.54, 582.58, 72.86, -21.53, 164.53, -150.00
4.59, 756.17, 66.97, -19.24, 160.73, 8.00
4.65, 971.37, 66.62, -3.21, 163.44, 139.00
4.70, 1157.17, 73.74, 19.47, 164.64, 154.00
4.75, 1311.90, 87.12, 40.08, 169.03, 71.00
4.80, 1411.18, 97.42, 33.89, 181.56, 509.00
4.86, 1439.37, 101.73, 13.51, 190.81, 182.00
4.91, 1392.02, 108.68, 21.76, 198.48, 50.00
4.96, 1276.59, 114.75, 19.24, 200.71, -30.00
5.02, 1111.28, 115.37, 3.89, 202.36, -126.00
5.07, 915.83, 109.91, -15.11, 201.60, -224.00
5.13, 688.04, 98.30, -31.83, 199.03, -333.00
5.18, 539.28, 86.59, -36.64, 190.35, -464.00
5.23, 480.31, 75.68, -33.89, 181.05, -292.00
5.29, 523.73, 65.38, -32.98, 170.73, -91.00
5.34, 660.27, 57.99, -23.82, 157.31, 16.00
5.39, 864.92, 56.76, -6.41, 150.10, 156.00
5.45, 1068.82, 61.25, 12.37, 153.44, 354.00
5.50, 1245.06, 70.66, 27.94, 166.91, 362.00
5.57, 1391.71, 86.33, 40.30, 184.47, 273.00
5.62, 1439.33, 98.56, 38.24, 195.15, 219.00
5.67, 1410.18, 106.74, 26.11, 199.40, 113.00
5.73, 1297.27, 110.88, 12.14, 210.00, 17.00
5.78, 1134.46, 111.23, 2.75, 213.19, -96.00
5.84, 944.52, 110.53, -1.60, 211.81, -360.00
5.89, 730.52, 105.07, -15.11, 206.16, -464.00
5.94, 565.51, 93.19, -35.04, 188.21, -414.00
6.00, 484.69, 77.70, -47.63, 168.54, -210.00
6.05, 505.33, 63.80, -44.20, 154.11, -62.00
6.10, 623.01, 55.35, -27.71, 148.61, 11.00
6.16, 812.63, 53.77, -7.33, 147.76, 160.00
6.21, 1023.24, 57.99, 11.22, 154.11, 339.00
6.26, 1203.37, 65.38, 22.67, 160.70, 428.00
6.33, 1380.38, 85.80, 49.01, 179.46, 168.00
6.39, 1438.69, 103.66, 52.90, 187.17, 23.00
6.45, 1411.18, 116.42, 38.70, 187.83, 3.00
6.50, 1304.43, 122.06, 17.63, 180.80, -48.00
6.56, 1137.18, 120.38, -3.43, 169.91, -142.00
6.61, 935.28, 114.66, -16.26, 153.36, -365.00
6.67, 711.52, 104.63, -28.62, 133.10, -361.00
6.72, 546.85, 87.82, -47.63, 114.65, -266.00
6.78, 480.26, 70.40, -51.30, 106.08, -119.00
6.84, 529.88, 57.46, -39.62, 102.73, -12.00
6.89, 681.78, 51.30, -19.47, 103.79, 61.00
6.95, 920.83, 52.80, 3.43, 107.41, 308.00
7.01, 1125.59, 59.31, 18.09, 115.15, 451.00
7.07, 1293.08, 72.78, 39.39, 131.64, 264.00
7.12, 1404.10, 91.43, 54.96, 147.34, 95.00
7.18, 1439.84, 107.98, 50.15, 153.06, 27.00
7.23, 1394.24, 118.01, 31.14, 155.85, 7.00
7.29, 1275.03, 120.82, 10.31, 155.59, -45.00
7.34, 1102.42, 118.54, -6.18, 151.19, -169.00
7.40, 896.65, 112.46, -16.26, 141.47, -311.00
7.45, 679.17, 100.76, -33.66, 124.54, -379.00
7.51, 530.33, 85.45, -44.65, 107.08, -317.00
7.56, 480.11, 70.75, -44.20, 94.97, -173.00
7.62, 548.49, 59.31, -32.75, 86.18, -25.00
7.68, 710.66, 54.47, -16.03, 81.27, 50.00
7.73, 934.27, 55.26, 0.92, 85.55, 318.00
7.79, 1133.01, 61.95, 17.63, 90.41, 382.00
7.84, 1298.74, 75.50, 40.08, 107.26, 230.00
7.90, 1407.05, 93.37, 52.21, 120.05, 117.00
7.95, 1439.58, 108.24, 45.34, 123.46, 37.00
8.01, 1390.81, 117.13, 27.71, 122.83, 9.00
8.06, 1269.01, 119.59, 8.93, 115.44, -40.00
8.12, 1094.83, 116.51, -7.79, 107.70, -132.00
8.17, 887.50, 111.50, -15.11, 92.41, -350.00
8.23, 655.12, 99.00, -33.21, 72.20, -354.00
8.29, 517.66, 82.81, -47.86, 57.37, -251.00
8.34, 481.73, 66.88, -47.40, 49.18, -90.00
8.40, 555.58, 55.62, -35.49, 47.59, -6.00
