Amplitude Settings: 480.00, 480.00
Frequency Settings: 1.50,1.10
Bias Setting: 960
================================================================
Time [s]Pos [deg]Acutal Pos [deg]Velocity [RPM]Yaw [deg]Current [mA]
2.38, 1051.56, 90.11, -3.21, -20.24, 12.00
2.44, 1266.07, 91.26, 2.52, -23.30, 194.00
2.49, 1405.79, 94.16, 7.79, -19.55, 449.00
2.54, 1436.57, 95.92, 5.95, -9.49, 475.00
2.60, 1337.33, 97.94, 5.95, 10.15, 244.00
2.65, 1149.12, 99.79, 5.72, 32.11, 14.00
2.71, 926.75, 100.58, 3.21, 52.93, -205.00
2.76, 757.45, 98.65, -4.58, 64.90, -519.00
2.81, 615.02, 96.71, -6.41, 65.39, -803.00
2.87, 518.37, 93.02, -10.53, 55.74, -858.00
2.92, 480.21, 86.59, -19.24, 41.68, -600.00
2.97, 507.00, 76.91, -29.77, 30.12, -305.00
3.03, 593.90, 67.58, -28.85, 15.78, -63.00
3.08, 729.37, 61.95, -19.47, -1.79, 23.00
3.13, 895.45, 60.46, -6.18, -12.20, 170.00
3.18, 1108.98, 63.89, 10.08, -8.99, 363.00
3.24, 1327.39, 74.36, 28.85, 3.93, 428.00
3.30, 1430.47, 87.21, 39.39, 16.04, 332.00
3.35, 1418.58, 100.23, 39.85, 24.83, 143.00
3.40, 1294.63, 108.77, 28.17, 27.33, 11.00
3.46, 1084.54, 111.14, 9.39, 32.98, -133.00
3.51, 876.98, 108.50, -6.64, 30.65, -428.00
3.56, 713.16, 103.49, -14.89, 20.33, -510.00
3.62, 582.09, 92.75, -31.60, 5.93, -403.00
3.67, 501.16, 78.94, -41.68, -4.66, -258.00
3.72, 481.12, 66.26, -40.08, -10.83, -121.00
3.78, 526.03, 57.46, -28.85, -11.30, -45.00
3.83, 638.00, 53.86, -11.45, -7.18, 15.00
3.89, 786.86, 55.09, 2.06, -0.05, 76.00
3.94, 958.69, 59.31, 11.91, 11.94, 231.00
3.99, 1188.35, 64.24, 15.34, 22.22, 552.00
4.05, 1365.13, 70.14, 17.86, 43.88, 850.00
4.11, 1439.67, 75.59, 14.20, 68.11, 968.00
4.16, 1370.20, 80.26, 14.20, 89.80, 655.00
4.22, 1200.67, 84.39, 13.05, 110.67, 244.00
4.27, 972.34, 86.06, 5.95, 131.34, -11.00
4.32, 796.56, 86.94, 2.98, 138.99, -148.00
4.38, 645.75, 85.18, -3.89, 140.57, -400.00
4.43, 535.09, 82.54, -8.02, 136.37, -486.00
4.50, 480.01, 74.80, -18.32, 127.92, -361.00
4.56, 516.77, 66.53, -23.82, 120.95, -129.00
4.61, 619.10, 59.49, -22.21, 114.48, -11.00
4.67, 768.81, 56.41, -9.85, 113.35, 98.00
4.72, 949.14, 58.52, 5.50, 115.37, 181.00
4.78, 1188.84, 67.67, 26.34, 124.82, 277.00
4.84, 1367.83, 82.72, 43.05, 144.33, 174.00
4.89, 1439.82, 99.62, 49.69, 166.88, 70.00
4.95, 1381.22, 113.26, 40.99, 182.15, 1.00
5.00, 1211.85, 118.62, 18.09, 180.90, -86.00
5.06, 971.79, 114.58, -10.53, 165.09, -226.00
5.12, 774.55, 102.70, -31.83, 144.32, -248.00
5.17, 621.16, 87.74, -43.28, 126.60, -168.00
5.23, 517.90, 72.16, -46.03, 115.04, -109.00
5.29, 480.04, 60.28, -36.87, 108.79, -78.00
5.34, 511.99, 53.94, -19.92, 104.35, -51.00
5.40, 610.16, 53.42, -2.98, 98.58, 8.00
5.45, 760.09, 55.35, 5.27, 90.98, 52.00
5.51, 936.28, 60.90, 15.11, 85.45, 124.00
5.56, 1173.26, 70.58, 28.17, 83.20, 214.00
5.62, 1360.81, 83.51, 38.24, 84.17, 213.00
5.68, 1439.01, 98.74, 44.65, 81.53, 107.00
5.73, 1389.35, 112.20, 40.53, 76.18, 2.00
5.79, 1203.63, 118.80, 18.09, 68.91, -111.00
5.85, 962.19, 115.90, -7.10, 65.77, -295.00
5.90, 780.31, 104.63, -32.29, 61.20, -229.00
5.96, 627.99, 88.00, -48.09, 54.17, -117.00
6.01, 521.70, 71.98, -47.63, 49.69, -98.00
6.07, 480.26, 60.10, -36.41, 50.10, -78.00
6.13, 508.65, 54.03, -19.24, 53.61, -58.00
6.18, 603.69, 53.50, -2.75, 55.04, -12.00
6.24, 751.45, 55.70, 5.95, 53.04, 32.00
6.29, 926.75, 62.48, 18.55, 50.70, 64.00
6.35, 1161.52, 73.57, 32.29, 50.99, 124.00
6.41, 1353.50, 86.86, 38.93, 52.47, 161.00
6.47, 1439.53, 101.29, 39.62, 50.80, 121.00
6.52, 1387.06, 111.76, 31.37, 51.31, 24.00
6.58, 1218.58, 116.69, 15.80, 54.68, -71.00
6.63, 979.74, 116.16, -0.46, 51.22, -416.00
6.69, 795.42, 110.88, -14.89, 43.31, -484.00
6.74, 637.40, 99.53, -32.29, 34.35, -439.00
6.80, 527.11, 85.45, -40.99, 25.92, -326.00
6.85, 481.06, 71.98, -39.85, 21.28, -211.00
6.91, 504.43, 61.86, -31.37, 21.28, -95.00
6.97, 595.20, 56.76, -16.49, 22.71, -25.00
7.02, 736.99, 56.58, -1.60, 23.82, 32.00
7.08, 933.77, 62.48, 15.11, 24.57, 99.00
7.14, 1166.11, 72.25, 29.08, 24.71, 156.00
7.19, 1356.38, 87.21, 43.05, 27.51, 120.00
7.25, 1438.78, 103.75, 48.78, 33.66, 27.00
7.30, 1392.85, 118.18, 43.28, 39.03, 0.00
7.36, 1233.19, 125.40, 23.59, 41.81, -201.00
7.42, 997.25, 123.99, -2.52, 39.10, -425.00
7.47, 804.42, 113.96, -27.71, 33.63, -426.00
7.53, 647.04, 99.18, -43.51, 29.74, -319.00
7.58, 532.82, 82.90, -47.86, 27.02, -250.00
7.64, 482.09, 68.64, -42.59, 24.15, -152.00
7.69, 500.54, 59.22, -29.77, 21.14, -78.00
7.75, 595.46, 55.18, -11.45, 17.53, -20.00
7.81, 740.29, 56.32, 2.52, 18.63, 23.00
7.86, 914.33, 62.13, 16.03, 18.83, 86.00
7.92, 1145.97, 69.52, 21.98, 26.04, 353.00
7.98, 1340.78, 77.44, 23.13, 38.30, 414.00
8.03, 1436.15, 92.05, 41.91, 51.00, 190.00
8.09, 1401.92, 107.80, 46.94, 54.70, 2.00
8.14, 1251.04, 118.62, 33.43, 51.04, -103.00
8.20, 1019.21, 120.47, 7.79, 42.20, -433.00
8.25, 823.00, 114.22, -16.72, 33.74, -564.00
8.31, 659.49, 104.81, -28.40, 17.09, -464.00
8.37, 532.64, 85.36, -51.30, -4.16, -222.00
8.43, 481.76, 67.58, -52.90, -14.32, -81.00
8.48, 500.66, 55.18, -38.93, -22.29, -14.00
8.54, 587.22, 49.54, -18.32, -22.85, 15.00
8.59, 728.93, 49.54, -1.14, -14.90, 111.00
8.65, 901.54, 54.38, 12.37, -12.82, 168.00
8.70, 1129.67, 65.30, 31.83, -2.98, 219.00
8.76, 1329.85, 80.87, 45.34, 5.51, 193.00
8.82, 1433.61, 96.98, 48.09, 9.83, 146.00
