,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,RigidBody 005,RigidBody 005,RigidBody 005,RigidBody 005,RigidBody 005,RigidBody 005,RigidBody 006,RigidBody 006,RigidBody 006,RigidBody 006,RigidBody 006,RigidBody 006,RigidBody 005:Marker1,RigidBody 005:Marker1,RigidBody 005:Marker1,RigidBody 005:Marker2,RigidBody 005:Marker2,RigidBody 005:Marker2,RigidBody 005:Marker3,RigidBody 005:Marker3,RigidBody 005:Marker3,RigidBody 005:Marker4,RigidBody 005:Marker4,RigidBody 005:Marker4,RigidBody 006:Marker1,RigidBody 006:Marker1,RigidBody 006:Marker1,RigidBody 006:Marker2,RigidBody 006:Marker2,RigidBody 006:Marker2,RigidBody 006:Marker3,RigidBody 006:Marker3,RigidBody 006:Marker3,RigidBody 006:Marker4,RigidBody 006:Marker4,RigidBody 006:Marker4
,ID,"BB952AE3BA9711ECB191CFCEBF1C439E","BB952AE3BA9711ECB191CFCEBF1C439E","BB952AE3BA9711ECB191CFCEBF1C439E","BB952AE3BA9711ECB191CFCEBF1C439E","BB952AE3BA9711ECB191CFCEBF1C439E","BB952AE3BA9711ECB191CFCEBF1C439E","BB952AE8BA9711ECB191CFCEBF1C439E","BB952AE8BA9711ECB191CFCEBF1C439E","BB952AE8BA9711ECB191CFCEBF1C439E","BB952AE8BA9711ECB191CFCEBF1C439E","BB952AE8BA9711ECB191CFCEBF1C439E","BB952AE8BA9711ECB191CFCEBF1C439E","CBBC0","CBBC0","CBBC0","CB9C0","CB9C0","CB9C0","CB9E0","CB9E0","CB9E0","CBD40","CBD40","CBD40","CB970","CB970","CB970","CBB00","CBB00","CBB00","CB960","CB960","CB960","CB9D0","CB9D0","CB9D0"
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,Z,X,X,Y,Z,Y,Z,X,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
30,0.083333,0.835377,-0.503541,-0.076719,3.005535,0.157591,0.317766,1.034729,-0.759455,0.639076,3.004586,0.154883,0.318205,3.005459,0.096643,0.250090,3.004580,0.157804,0.251960,2.976767,0.158569,0.317167,,,,3.009889,0.095202,0.284812,3.037460,0.073517,0.285781,3.026465,0.091730,0.371865,3.005804,0.154240,0.384896
31,0.086111,0.970889,-0.370904,-0.124981,3.005553,0.157691,0.317719,1.081432,-0.767595,0.637075,3.004551,0.154888,0.318211,3.005450,0.096664,0.250113,3.004444,0.157892,0.251910,2.976789,0.158581,0.317171,,,,3.009863,0.095197,0.284820,3.037474,0.073537,0.285791,3.026462,0.091747,0.371863,3.005804,0.154246,0.384908
32,0.088889,0.994792,-0.348458,-0.133455,3.005567,0.157686,0.317704,1.036059,-0.759257,0.631791,3.004579,0.154882,0.318193,3.005457,0.096640,0.250111,3.004432,0.157893,0.251891,2.976801,0.158561,0.317168,,,,3.009873,0.095194,0.284820,3.037460,0.073514,0.285767,3.026456,0.091737,0.371849,3.005800,0.154252,0.384890
33,0.091667,0.960423,-0.394896,-0.129008,3.005569,0.157667,0.317728,1.053612,-0.762605,0.633246,3.004573,0.154885,0.318195,3.005448,0.096651,0.250134,3.004477,0.157854,0.251905,2.976802,0.158562,0.317179,,,,3.009881,0.095182,0.284820,3.037467,0.073533,0.285766,3.026462,0.091732,0.371836,3.005804,0.154265,0.384902
34,0.094444,0.914175,-0.403585,-0.121700,3.005549,0.157647,0.317721,1.111782,-0.786370,0.649641,3.004541,0.154880,0.318191,3.005483,0.096606,0.250101,3.004507,0.157861,0.251907,2.976779,0.158564,0.317160,,,,3.009886,0.095175,0.284792,3.037486,0.073556,0.285784,3.026458,0.091716,0.371808,3.005803,0.154239,0.384894
35,0.097222,0.947872,-0.364939,-0.142893,3.005541,0.157673,0.317716,1.089821,-0.777833,0.637750,3.004550,0.154887,0.318198,3.005473,0.096624,0.250124,3.004462,0.157852,0.251897,2.976771,0.158564,0.317170,,,,3.009876,0.095185,0.284810,3.037477,0.073552,0.285789,3.026455,0.091743,0.371842,3.005805,0.154246,0.384894
36,0.100000,0.927006,-0.387530,-0.140239,3.005536,0.157663,0.317737,1.052116,-0.768072,0.631652,3.004572,0.154879,0.318197,3.005466,0.096594,0.250149,3.004476,0.157873,0.251929,2.976774,0.158558,0.317162,,,,3.009873,0.095173,0.284819,3.037470,0.073521,0.285766,3.026450,0.091735,0.371846,3.005803,0.154255,0.384906
37,0.102778,0.867199,-0.465448,-0.103106,3.005551,0.157609,0.317758,1.060752,-0.775606,0.625492,3.004572,0.154877,0.318213,3.005474,0.096621,0.250120,3.004561,0.157812,0.251948,2.976785,0.158557,0.317167,,,,3.009890,0.095161,0.284839,3.037488,0.073545,0.285800,3.026446,0.091749,0.371883,3.005809,0.154244,0.384914
38,0.105556,0.911931,-0.400638,-0.135109,3.005550,0.157661,0.317759,1.091511,-0.787579,0.643903,3.004553,0.154876,0.318214,3.005486,0.096621,0.250160,3.004508,0.157847,0.251949,2.976785,0.158569,0.317183,,,,3.009883,0.095172,0.284844,3.037480,0.073546,0.285810,3.026451,0.091709,0.371827,3.005800,0.154244,0.384916
39,0.108333,1.021469,-0.279391,-0.180976,3.005564,0.157728,0.317681,0.995326,-0.731856,0.630505,3.004592,0.154863,0.318214,3.005496,0.096597,0.250141,3.004401,0.157915,0.251860,2.976796,0.158563,0.317161,,,,3.009882,0.095176,0.284849,3.037459,0.073505,0.285757,3.026455,0.091722,0.371872,3.005790,0.154233,0.384912
