Amplitude Settings: 480.00, 480.00
Frequency Settings: 1.30,1.30
Bias Setting: 1040
================================================================
Time [s]Pos [deg]Acutal Pos [deg]Velocity [RPM]Yaw [deg]Current [mA]
2.46, 1493.33, 79.82, -6.64, -122.21, 21.00
2.57, 1449.90, 94.95, 28.85, -122.22, 324.00
2.67, 1111.51, 115.63, 29.31, -129.78, -174.00
2.78, 718.97, 111.94, -10.31, -143.97, -617.00
2.89, 560.31, 89.06, -39.62, -171.09, -369.00
3.00, 748.43, 66.53, -28.85, -182.46, 13.00
3.11, 1149.12, 66.62, 5.27, -184.59, 216.00
3.22, 1476.98, 84.74, 26.56, -169.11, 465.00
3.33, 1471.05, 115.72, 46.94, -169.32, 1.00
3.43, 1150.88, 129.80, 13.74, -203.48, -337.00
3.54, 749.87, 116.25, -26.79, -243.26, -473.00
3.65, 560.38, 94.78, -27.48, -243.27, -871.00
3.76, 717.62, 80.34, -23.59, -243.27, -94.00
3.86, 1109.72, 68.99, -15.57, -296.80, 216.00
3.97, 1450.99, 79.29, 19.47, -302.87, 618.00
4.08, 1492.64, 106.92, 41.68, -291.34, 190.00
4.19, 1204.30, 118.71, 17.86, -292.76, -106.00
4.30, 796.18, 113.52, -13.97, -304.58, -401.00
4.41, 563.17, 88.44, -35.72, -304.58, -523.00
4.52, 691.75, 72.07, -23.36, -328.39, -40.00
4.62, 1073.75, 64.59, -10.76, -344.85, 301.00
4.73, 1431.14, 73.74, 20.61, -314.19, 657.00
4.84, 1504.39, 100.85, 40.53, -280.77, 230.00
4.95, 1241.37, 117.22, 18.78, -254.06, -56.00
5.05, 831.54, 112.46, -10.31, -249.86, -391.00
5.16, 573.69, 93.81, -35.95, -279.94, -414.00
5.27, 655.79, 63.27, -43.97, -277.98, 0.00
5.38, 1014.07, 53.86, -7.33, -250.99, 433.00
5.49, 1393.60, 69.34, 29.54, -222.83, 722.00
5.60, 1512.90, 89.94, 27.71, -222.83, 596.00
5.71, 1277.04, 104.37, 16.03, -187.07, 46.00
5.81, 868.36, 103.75, -3.43, -190.32, -66.00
5.92, 584.82, 89.50, -18.78, -224.93, -573.00
6.03, 631.05, 79.29, -10.76, -219.43, -391.00
6.14, 974.16, 79.82, 0.92, -215.05, -1.00
6.24, 1365.27, 86.77, 9.16, -207.70, 299.00
6.35, 1519.25, 96.18, 12.60, -184.76, 631.00
6.46, 1323.84, 102.52, 6.18, -163.13, 169.00
6.57, 921.51, 102.87, 0.46, -142.07, -71.00
6.68, 607.24, 96.71, -7.33, -134.24, -854.00
6.79, 615.09, 94.86, -2.29, -117.50, -775.00
6.90, 942.36, 86.15, -14.20, -127.81, -64.00
7.01, 1337.76, 85.10, -0.69, -142.68, 266.00
7.11, 1519.91, 95.83, 18.32, -129.53, 420.00
7.22, 1352.19, 114.84, 25.19, -113.02, 9.00
7.33, 956.88, 117.57, 0.23, -90.81, -286.00
